,SampleID,Year,Sampling.Order,Season_Tucker2021,Month,chla.ug.per.L,Phosphate,Silicate,NitrateNitrite,Ammonia,DIN,DIN_DIP,Nitrate_Silicate,DIN_Silicate,Site,Time,SW.Temperature.at.site,Salinity,DO,Depth,pH,Date1,Date2,Day.of.year,Vol.filtered.L,X19But,X19Hex,Allo,beta.Car,alph.Car,Chla,Chlb,Chlc1.2,Chlc.3,Cphlid,Diadino,Diato,Fuco,Lut,Neo,Peri,Prasino,Viola,Zea,Dva,Mva,Tchla,X19But.Rel,X19Hex.Rel,Allo.Rel,beta.Car.Rel,alph.Car.Rel,Chla.Rel,Chlb.Rel,Chlc1.2.Rel,Chlc.3.Rel,Cphlid.Rel,Diadino.Rel,Diato.Rel,Fuco.Rel,Lut.Rel,Neo.Rel,Peri.Rel,Prasino.Rel,Viola.Rel,Zea.Rel,Dva.Rel,Mva.Rel,Project,datetime,decimal_dat,Month_abb,PRO.mL2,SYN.mL2,PEUK.mL2,HBACT.mL2,RunFCM,Spatial,latitude,longitude,lln_micro,llp_micro
R8Ja0119,R8Ja0119,2018,5,Winter,January,1.7,0.08,2.77,0.18,NA,NA,NA,0.06,NA,SR8,10:17:00,24.11,34.1,81.1,1.73,8.12,1/29/18,2018-01-29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,1/29/18,2018.076712,Jan,7511,85836,5134,1348798,Run_Aug2022,Coastal,21.44983333,-157.7932167,NA,NA
R8Ja0357,R8Ja0357,2019,15,Winter,January,1.4,0.08,5.09,0.26,0.08,0.34,4.25,0.05,0.07,SR8,12:07:00,24.16,34.84,-99.9,2.077,7.93,1/11/19,2019-01-11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,1/11/19,2019.027397,Jan,9152,114960,9533,995881,Run_Aug2022,Coastal,21.44983333,-157.7932167,NA,NA
R8Ja0610,R8Ja0610,2020,25,Winter,January,1.1,NA,NA,NA,NA,NA,NA,NA,NA,SR8,12:42:00,24.61,33.21,-,2.998,7.94,1/24/20,2020-01-24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,1/24/20,2020.062842,Jan,12868,43345,10006,1117604,Run2,Coastal,21.44983333,-157.7932167,NA,NA
R8Jn0199,R8Jn0199,2018,9,Spring,June,1.2,0.08,4.86,0.09,NA,NA,NA,0.02,NA,SR8,12:21:00,25.94,34.97,48.1,2.075,8.04,6/1/18,2018-06-01,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,6/1/18,2018.413699,Jun,5410,240005,13262,1473357,Run_Aug2022,Coastal,21.44983333,-157.7932167,NA,NA
R8Jn0219,R8Jn0219,2018,10,Spring,June,1.2,0.08,5.58,0.23,NA,NA,NA,0.04,NA,SR8,12:07:00,27.6,34,56,1.8,8.03,6/19/18,2018-06-19,170,2,9.4,30.7,30.2,97.8,6.1,738.5,83.1,30.6,0,34.8,68,22.4,58.7,27,7.7,35.3,18.6,21.9,270.9,83.7,633.6,717.3,0.013104698,0.042799387,0.042102328,0.136344626,0.008504113,1.029555277,0.115851108,0.042659975,0,0.048515266,0.094799944,0.031228217,0.081834658,0.037641154,0.0107347,0.049212324,0.025930573,0.030531159,0.377666248,0.116687578,0.883312422,KByT,6/19/18,2018.463014,Jun,9979,272149,18068,1400901,Run_Aug2022,Coastal,21.44983333,-157.7932167,NA,NA
R8Jn0510,R8Jn0510,2019,20,Spring,June,1.3,0.06,6.97,0.07,NA,NA,NA,0.01,NA,SR8,12:49:00,27.65,36.61,99.2,2.076,7.69,6/14/19,2019-06-14,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,6/14/19,2019.449315,Jun,6684,320143,19184,2373396,Run_Aug2022,Coastal,21.44983333,-157.7932167,NA,NA
R8Ju0840,R8Ju0840,2021,36,Summer,June,0.6,NA,NA,NA,NA,NA,NA,NA,NA,SR8,13:13,26.88,35.01,-,1.964,7.69,6/21/21,2021-06-21,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,6/21/21,2021.468493,Jun,972,75476,8404,1814850,Run2,Coastal,21.44983333,-157.7932167,NA,NA
R8Jy0247,R8Jy0247,2018,11,Summer,July,0.9,0.08,1.22,0.12,NA,NA,NA,0.1,NA,SR8,12:40:00,26.62,34.07,23.4,2.396,8.01,7/23/18,2018-07-23,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,7/23/18,2018.556164,Jul,33011,79061,9796,1035510,Run_Jan2022,Transition,21.44983333,-157.7932167,NA,NA
R8Jy0670,R8Jy0670,2020,28,Summer,July,0.2,NA,NA,NA,NA,NA,NA,NA,NA,SR8,14:23:00,27.34,33.29,-,1.967,7.83,7/21/20,2020-07-21,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,7/21/20,2020.551913,Jul,4110,23885,5187,1018413,Run2,Transition,21.44983333,-157.7932167,NA,NA
R8Ma0159,R8Ma0159,2018,7,Winter,March,1.1,0.1,6.54,0.47,0.03,0.5,5,0.07,0.08,SR8,9:39:00,24.18,33.97,91.4,2.088,8.04,3/28/18,2018-03-28,87,2,8.1,15.3,22.1,54.9,2.9,656.2,89.5,34.2,0,24.5,55.6,13.8,73,13,8.6,43.9,27.3,16.7,110.7,96.45,535.35,631.81,0.01282031,0.024216141,0.03497887,0.086893212,0.004589987,1.038603378,0.141656511,0.054130197,0,0.038777481,0.08800114,0.021842009,0.115541065,0.020575806,0.013611687,0.069482914,0.043209193,0.026431997,0.175210902,0.152656653,0.847327519,KByT,3/28/18,2018.235616,Mar,11345,117573,14707,1028314,Run_Aug2022,Coastal,21.44983333,-157.7932167,NA,NA
R8Ma0421,R8Ma0421,2019,17,Winter,March,0.9,0.08,3.91,0.17,NA,NA,NA,0.04,NA,SR8,12:58:00,24.5,35.11,99.2,2.036,7.79,3/21/19,2019-03-21,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,3/21/19,2019.216438,Mar,6565,53180,10518,1309353,Run_Jan2022,Coastal,21.44983333,-157.7932167,NA,NA
R8Ma0630,R8Ma0630,2020,26,Winter,March,1.9,NA,NA,NA,NA,NA,NA,NA,NA,SR8,13:45:00,25.16,31.49,-,1.803,7.89,3/20/20,2020-03-20,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,3/20/20,2020.215847,Mar,11345,444636,48912,1564984,Run2,Coastal,21.44983333,-157.7932167,NA,NA
R8My0179,R8My0179,2018,8,Spring,May,1,0.07,6.21,0.2,NA,NA,NA,0.03,NA,SR8,12:47:00,24.41,33.74,103.5,1.927,8.05,5/1/18,2018-05-01,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,5/1/18,2018.328767,May,2508,77997,11791,957342,Run_Aug2022,Coastal,21.44983333,-157.7932167,NA,NA
R8My0490,R8My0490,2019,19,Spring,May,1.2,0.05,11.3,0.08,NA,NA,NA,0.01,NA,SR8,12:20:00,27.07,35.86,-99.9,2.234,7.64,5/21/19,2019-05-21,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,5/21/19,2019.383562,May,10649,295338,22887,2248666,Run_Aug2022,Coastal,21.44983333,-157.7932167,NA,NA
R8My0650,R8My0650,2020,27,Spring,May,1.3,NA,NA,NA,NA,NA,NA,NA,NA,SR8,12:47:00,27.43,33.04,-,2.024,7.93,5/14/20,2020-05-14,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,5/14/20,2020.36612,May,1549,188309,11595,1605361,Run2,Coastal,21.44983333,-157.7932167,NA,NA
R8My0820,R8My0820,2021,35,Spring,May,0.7,0.1,3.33,0.08,NA,NA,NA,0.02,NA,SR8,12:59,25.98,35.07,-,2.07,7.71,5/24/21,2021-05-24,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,5/24/21,2021.391781,May,3913,150768,16768,1432848,Run2,Coastal,21.44983333,-157.7932167,NA,NA
R8No0077,R8No0077,2017,3,Fall,November,1.3,0.09,5.81,0.52,0.03,0.55,6.11,0.09,0.09,SR8,11:13:00,26.67,33.75,101.8,2.147,7.97,11/1/17,2017-11-01,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,11/1/17,2017.832877,Nov,5187,55123,17149,1012334,Run_Aug2022,Coastal,21.44983333,-157.7932167,NA,NA
R8No0325,R8No0325,2018,14,Fall,November,1.9,0.06,6.24,0.08,NA,NA,NA,0.01,NA,SR8,14:07:00,26.95,34.59,-99.9,1.958,7.76,11/9/18,2018-11-09,313,0.89,37.1,100.6,75.9,166.1,14.2,2203.3,381,131.6,15.5,73.5,69.5,0,310.8,5.5,30.9,53.4,89.3,44.2,292.8,165.78,1995.53,2161.31,0.017165515,0.046545845,0.035117591,0.076851539,0.006570089,1.019428032,0.176281977,0.060888998,0.007171576,0.034007153,0.032156424,0,0.143801676,0.002544753,0.014296885,0.024707238,0.041317534,0.02045056,0.135473393,0.076703481,0.923296519,KByT,11/9/18,2018.854795,Nov,0,368595,22834,2145432,Run_Aug2022,Coastal,21.44983333,-157.7932167,NA,NA
R8No0730,R8No0730,2020,31,Fall,November,4.1,NA,NA,NA,NA,NA,NA,NA,NA,SR8,14:06,25.97,35.42,-,2.18,8.02,11/16/20,2020-11-16,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,11/16/20,2020.874317,Nov,4228,254436,11201,1371133,Run2,Coastal,21.44983333,-157.7932167,NA,NA
R8Oc0293,R8Oc0293,2018,13,Fall,October,1.2,0.1,15.91,0.35,NA,NA,NA,0.02,NA,SR8,13:05:00,27.1,33.67,-99.9,2.294,7.84,10/11/18,2018-10-11,284,2,10.7,37.1,29.1,89.3,4.8,991.3,124.1,61.4,3.9,47.9,47.4,8.7,155.2,12,9.7,24.1,34.7,34.1,231.5,55.74,921.46,977.19,0.010949764,0.037966005,0.029779265,0.09138448,0.004912044,1.014439362,0.126996797,0.062833226,0.003991036,0.049018103,0.048506432,0.008903079,0.158822747,0.012280109,0.009926422,0.024662553,0.035509983,0.034895977,0.236903775,0.057041108,0.942969126,KByT,10/11/18,2018.775342,Oct,4281,179827,12527,1394414,Run_Aug2022,Coastal,21.44983333,-157.7932167,NA,NA
R8Oc0570,R8Oc0570,2019,23,Fall,October,1.3,NA,NA,NA,NA,NA,NA,NA,NA,SR8,9:55:00,27.62,33.2,-,2.107,7.97,10/7/19,2019-10-07,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,10/7/19,2019.764384,Oct,775,119911,13906,1328379,Run2,Coastal,21.44983333,-157.7932167,NA,NA
R8Se0267,R8Se0267,2018,12,Summer,September,1.3,0.11,5.34,0.36,NA,NA,NA,0.07,NA,SR8,14:36:00,28.22,32.9,-13.8,1.93,7.92,9/11/18,2018-09-11,254,2,13.5,31,28.5,86.1,5.8,800.6,83.6,46,3.9,51.3,55.8,8.6,74.8,8.1,8.2,60.1,25.1,24.1,263.8,53.35,733.71,787.05,0.017152659,0.039387587,0.036211168,0.109395845,0.00736929,1.017216187,0.106219427,0.058446096,0.004955213,0.065180103,0.070897656,0.010926879,0.095038435,0.010291595,0.010418652,0.076361095,0.031891239,0.030620672,0.335175656,0.067784766,0.93222794,KByT,9/11/18,2018.693151,Sep,3900,235081,10111,1322799,Run_Aug2022,Coastal,21.44983333,-157.7932167,NA,NA
R8Se0710,R8Se0710,2020,30,Summer,September,1.7,0.21,5.03,0.09,NA,NA,NA,0.02,NA,SR8,14:40:00,27.58,35.59,-,2.3,7.9,9/22/20,2020-09-22,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,9/22/20,2020.724044,Sep,0,204460,27260,1531093,Run2,Transition,21.44983333,-157.7932167,NA,NA
SB58_R2,SB58_R2,2017,2,Summer,September,2.2,0.14,4.5,0.07,NA,NA,NA,0.02,NA,SB,9:01:00,27.4,35.07,126.2,1.608,7.96,9/20/17,2017-09-20,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,9/20/17,2017.717808,Sep,1484,232271,11293,2056772,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBAp0454,SBAp0454,2019,18,Spring,April,2.2,0.09,7.61,0.05,NA,NA,NA,0.01,NA,SB,15:01:00,25.26,36.84,-99,2.15,7.76,4/22/19,2019-04-22,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,4/22/19,2019.30411,Apr,8141,244194,15626,2197732,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBAp0791,SBAp0791,2021,34,Spring,April,1.3,NA,NA,NA,NA,NA,NA,NA,NA,SB,13:53,24.31,34.16,-,1.973,7.93,4/16/21,2021-04-16,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,4/16/21,2021.287671,Apr,2062,182164,10610,1846850,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBAu0038,SBAu0038,2017,1,Summer,August,1.3,0.13,7.65,0.13,NA,NA,NA,0.02,NA,SB,9:13:00,27.79,35.49,165.4,1.89,7.97,8/23/17,2017-08-23,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,8/23/17,2017.641096,Aug,0,419792,24371,2461202,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBAu0531,SBAu0531,2019,21,Summer,August,0.8,NA,NA,NA,NA,NA,NA,NA,NA,SB,13:48:00,29.25,33.34,99.2,1.97,8.1,8/13/19,2019-08-13,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,8/13/19,2019.613699,Aug,11831,523631,54979,3413304,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBAu0551,SBAu0551,2019,22,Summer,August,1.1,NA,NA,NA,NA,NA,NA,NA,NA,SB,13:04:00,29.5,33.18,-62.9,2,8.13,8/29/19,2019-08-29,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,8/29/19,2019.657534,Aug,0,598345,61846,3000169,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBAu0691,SBAu0691,2020,29,Summer,August,0.5,NA,NA,NA,NA,NA,NA,NA,NA,SB,13:20:00,28.12,33.79,-,2.1,7.91,8/28/20,2020-08-28,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,8/28/20,2020.655738,Aug,0,145056,5699,1633671,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBDe0098,SBDe0098,2017,4,Fall,December,1.8,0.06,10.96,0.54,NA,NA,NA,0.05,NA,SB,15:05:00,24.1,35.29,96.1,2.04,8.18,12/8/17,2017-12-08,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,12/8/17,2017.934247,Dec,11424,144308,16177,1626620,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBDe0591,SBDe0591,2019,24,Fall,December,0.8,NA,NA,NA,NA,NA,NA,NA,NA,SB,12:34:00,25.86,33.43,-,2.054,7.92,12/9/19,2019-12-09,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,12/9/19,2019.936986,Dec,4701,179236,16361,831010,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBDe0751,SBDe0751,2020,32,Fall,December,1.3,0.08,3.15,0.06,NA,NA,NA,0.02,NA,SB,13:19,25.39,34.93,-,2.687,7.82,12/23/20,2020-12-23,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,12/23/20,2020.97541,Dec,1352,319000,18055,2179664,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBFe0140,SBFe0140,2018,6,Winter,February,2.4,0.07,7.57,0.05,NA,NA,NA,0.01,NA,SB,13:55:00,23.86,34.43,85.3,2.07,8.09,2/21/18,2018-02-21,52,2,126,112.5,59.8,171.7,7,2759,296,338.2,0,249.2,242.8,53.2,748.1,28.2,20.9,89.3,109.8,27.7,281.9,227.95,2473.31,2701.26,0.046644899,0.041647231,0.022137817,0.06356293,0.002591383,1.02137521,0.109578493,0.125200832,0,0.092253245,0.08988398,0.019694513,0.276944833,0.010439573,0.00773713,0.033058647,0.040647698,0.010254474,0.104358707,0.084386546,0.915613454,KByT,2/21/18,2018.139726,Feb,9428,516514,43529,2581349,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBFe0390,SBFe0390,2019,16,Winter,February,1.6,0.06,2.71,0.04,NA,NA,NA,0.01,NA,SB,13:43:00,23.68,33.36,-99,1.927,7.87,2/25/19,2019-02-25,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2/25/19,2019.150685,Feb,10295,64485,12251,2303592,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBFe0771,SBFe0771,2021,33,Winter,February,24.6,0.11,4.12,0.08,NA,NA,NA,0.02,NA,SB,14:32,23.44,34.72,-,2.05,7.62,2/12/21,2021-02-12,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2/12/21,2021.115068,Feb,1707,54598,7261,1176771,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBJa0120,SBJa0120,2018,5,Winter,January,2,0.06,3.38,0.02,NA,NA,NA,0.01,NA,SB,10:33:00,23.98,33.81,86.7,1.934,8.13,1/29/18,2018-01-29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,1/29/18,2018.076712,Jan,8128,210592,14483,1699102,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBJa0358,SBJa0358,2019,15,Winter,January,1.7,0.07,9.42,0.1,0.05,0.15,2.14,0.01,0.02,SB,12:17:00,23.88,34.44,-99.9,2.107,7.96,1/11/19,2019-01-11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,1/11/19,2019.027397,Jan,3966,423889,24817,2269886,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBJa0611,SBJa0611,2020,25,Winter,January,1,NA,NA,NA,NA,NA,NA,NA,NA,SB,12:51:00,23.98,32.86,-,2.015,7.96,1/24/20,2020-01-24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,1/24/20,2020.062842,Jan,2705,113595,18830,2018772,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBJn0200,SBJn0200,2018,9,Spring,June,1.4,0.08,5.19,0.08,0.03,0.11,1.38,0.02,0.02,SB,12:36:00,23.75,34.91,46.7,1.977,8.05,6/1/18,2018-06-01,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,6/1/18,2018.413699,Jun,7629,213323,14720,1648141,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBJn0220,SBJn0220,2018,10,Spring,June,1.3,0.05,7.65,0.06,NA,NA,NA,0.01,NA,SB,12:20:00,27.67,33.87,57.2,1.87,8.01,6/19/18,2018-06-19,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,6/19/18,2018.463014,Jun,14733,463177,35007,2475252,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBJn0511,SBJn0511,2019,20,Spring,June,1,0.08,8.81,0.05,NA,NA,NA,0.01,NA,SB,11:49:00,27.62,36.67,98.2,2.083,7.64,6/14/19,2019-06-14,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,6/14/19,2019.449315,Jun,9612,291307,31501,3606708,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBJu0841,SBJu0841,2021,36,Summer,June,0.4,NA,NA,NA,NA,NA,NA,NA,NA,SB,13:30,27.14,35.08,-,1.921,7.73,6/21/21,2021-06-21,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,6/21/21,2021.468493,Jun,4570,295102,25408,2102139,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBJy0248,SBJy0248,2018,11,Summer,July,1.4,0.08,6.17,0.01,NA,NA,NA,0,NA,SB,12:59:00,27.18,34.24,10.2,2.433,7.95,7/23/18,2018-07-23,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,7/23/18,2018.556164,Jul,5423,418072,20327,2830046,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
